StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Sub Scale 2 _1,Sub Scale 2 _2,Sub Scale 2 _3,Sub Scale 2 _4,Sub Scale 2 _5,Sub Scale 2 _6,Sub Scale 2 _7,Sub Scale 2 _8," _1"," _2"," _3"," _4"," _5"," _6"," _7"," _8",Q8,Q9,Q10,Q11,Q12,Q13,SC0
2023-11-30 14:06:55,2023-11-30 14:10:18,IP Address,73.232.216.176,100,203,True,2023-11-30 14:10:20,R_1KrM1tPeAwyKpN7,,,,,29.4729,-95.3494,anonymous,EN,,0,225,315,1,69,200,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Slightly Agree,Strongly Disagree,Strongly Disagree,Slightly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Male,Veteran,Slightly Liberal,Independent,2 year degree,White,86
2023-11-30 14:16:05,2023-11-30 14:19:15,IP Address,174.243.248.19,100,189,True,2023-11-30 14:19:16,R_1n8fCw8rsm1BDCT,,,,,34.0062,-117.4432,anonymous,EN,6,4,275,375,23,71,180,Somewhat Disagree,Somewhat Disagree,Slightly Agree,Somewhat Agree,Strongly Agree,Slightly Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,Active Duty,Moderate,Independent,2 year degree,White,77
2023-11-30 14:48:59,2023-11-30 14:53:42,IP Address,70.179.32.131,100,282,True,2023-11-30 14:53:43,R_cYJbuozWr4cqQmJ,,,,,33.2421,-117.3045,anonymous,EN,7,5,135,225,10,63,130,Slightly Agree,Strongly Disagree,Slightly Agree,Slightly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,Active Duty,Liberal,Independent,"Some college, no degree",White,86
2023-11-30 15:00:46,2023-11-30 15:07:51,IP Address,65.33.216.57,100,425,True,2023-11-30 15:07:52,R_1IozhVP4R8y7RXL,,,,,27.7152,-82.3513,anonymous,EN,8,5,100 lbs,125,0,5’6,200,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Female,Active Duty,Very Conservative,Republican,Post Grad,White,82
2023-11-30 15:19:03,2023-11-30 15:24:15,IP Address,174.210.120.100,100,312,True,2023-11-30 15:24:16,R_0GTGQImdZA3cIEh,,,,,33.9449,-117.3834,anonymous,EN,7,5,No idea,NA,Na,63,150,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Slightly Agree,Female,No Military Experience,Liberal,Democrat,Post Grad,White,91
2023-11-30 18:55:58,2023-11-30 19:00:02,IP Address,207.182.83.158,100,244,True,2023-11-30 19:00:03,R_3HIeobypxd6KDgH,,,,,32.4301,-80.6694,anonymous,EN,8,6,335,505,23,60,216,Slightly Agree,Slightly Agree,Somewhat Agree,Slightly Agree,Slightly Agree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Neutral,Male,Active Duty,Moderate,Independent,"Some college, no degree",White,98
2023-11-30 19:12:02,2023-11-30 19:17:22,IP Address,67.166.8.113,100,319,True,2023-11-30 19:17:22,R_3F58WfIU0GzW0AW,,,,,39.6562,-104.7866,anonymous,EN,7,4,285,400,23,65,190,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Slightly Disagree,Neutral,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Strongly Agree,Neutral,Male,Veteran,Moderate,Independent,"Some college, no degree",White,89
2023-11-30 19:54:45,2023-11-30 19:58:38,IP Address,166.196.68.28,100,233,True,2023-11-30 19:58:38,R_3qVdsPDZ0jEk1Dg,,,,,21.3266,-157.8621,anonymous,EN,,5,250,325,23,66,160,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Slightly Disagree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Male,Active Duty,Slightly Conservative,Independent,4 year degree,Hispanic or Latino,76
2023-12-01 00:46:43,2023-12-01 00:49:32,IP Address,108.68.146.71,100,169,True,2023-12-01 00:49:33,R_DSSA4rQ6oPXHOMx,,,,,25.4572,-80.4587,anonymous,EN,5,,,,,,,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Slightly Agree,Strongly Disagree,Somewhat Disagree,Slightly Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Male,Veteran,Slightly Liberal,Independent,"Some college, no degree",White,66
2023-12-01 03:49:39,2023-12-01 03:53:24,IP Address,108.147.173.93,100,225,True,2023-12-01 03:53:25,R_1E4D9Kdamq1DgMa,,,,,33.4475,-112.0866,anonymous,EN,8,8,255,455,25,73,200,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Slightly Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Slightly Agree,Strongly Agree,Slightly Disagree,Male,Active Duty,Slightly Conservative,Republican,"Some college, no degree",Mixed,93
2023-12-01 06:02:04,2023-12-01 06:05:13,IP Address,96.19.141.58,100,188,True,2023-12-01 06:05:13,R_2XjMONlrdmrgKOv,,,,,30.4105,-88.8963,anonymous,EN,8,4,270,400,20,69,197,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Slightly Disagree,Slightly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Male,Veteran,Slightly Conservative,Republican,2 year degree,White,68
2023-12-01 06:16:58,2023-12-01 06:21:32,IP Address,71.179.84.111,100,274,True,2023-12-01 06:21:33,R_PtHDtHpHKEMbMxr,,,,,39.1244,-76.495,anonymous,EN,5,0,"No idea, but not much","No idea, but very little",0.  I've never been able to do 1,72,230,Somewhat Disagree,Slightly Agree,Slightly Disagree,Neutral,Strongly Agree,Neutral,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Somewhat Disagree,Slightly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Male,No Military Experience,Moderate,Independent,Post Grad,White,85
2023-12-01 06:24:33,2023-12-01 06:27:47,IP Address,85.253.31.26,100,194,True,2023-12-01 06:27:48,R_2eXpD3qW75PsMVs,,,,,59.4381,24.7369,anonymous,EN,6,4,185,275,6,67,172,Somewhat Disagree,Strongly Disagree,Slightly Disagree,Neutral,Strongly Agree,Slightly Agree,Strongly Agree,Slightly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,Veteran,Moderate,Democrat,Post Grad,White,76
2023-12-01 06:40:11,2023-12-01 06:41:46,IP Address,107.122.189.32,100,94,True,2023-12-01 06:41:46,R_1if07Vn7ig2K4b3,,,,,38.8924,-77.0757,anonymous,EN,,4,200,315,5,68,175,,,,,,,,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,Veteran,Slightly Conservative,Republican,Post Grad,White,45
2023-12-01 06:51:10,2023-12-01 06:53:28,IP Address,73.191.53.223,100,138,True,2023-12-01 06:53:29,R_3hmzvBikSWy8jKU,,,,,39.2645,-76.6224,anonymous,EN,5,5,.,.,0,68,140,Strongly Disagree,Strongly Disagree,Strongly Disagree,Slightly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Slightly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,Veteran,Very Liberal,Democrat,4 year degree,White,77
2023-12-01 06:53:18,2023-12-01 06:57:22,IP Address,100.16.105.98,100,243,True,2023-12-01 06:57:23,R_3imx6S8ipHcBabz,,,,,38.918,-76.5361,anonymous,EN,5,3,105,175,0,66,170,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Female,Active Duty,Liberal,Democrat,Post Grad,White,73
2023-12-01 07:03:01,2023-12-01 07:08:55,IP Address,75.68.124.15,100,353,True,2023-12-01 07:08:56,R_OBihEVpdjXAUOdP,,,,,42.8674,-71.3793,anonymous,EN,5,5,?,?,?,6,200,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Slightly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Slightly Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,Veteran,Moderate,Independent,Post Grad,White,79
2023-12-01 07:16:47,2023-12-01 07:20:20,IP Address,57.140.16.43,100,213,True,2023-12-01 07:20:21,R_a05c2Zh2oR03FHH,,,,,37.751,-97.822,anonymous,EN,6,4,235,415,8,"5'11""",228,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Slightly Agree,Somewhat Agree,Slightly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Slightly Disagree,Slightly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,Veteran,Moderate,Independent,4 year degree,White,108
2023-12-01 07:31:05,2023-12-01 07:33:25,IP Address,72.184.5.201,100,140,True,2023-12-01 07:33:26,R_u9z0HjlElfh72Gl,,,,,27.9032,-82.2911,anonymous,EN,4,4,305,535,12,73,230,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,Veteran,Very Liberal,Democrat,4 year degree,White,66
2023-12-01 07:28:24,2023-12-01 07:34:21,IP Address,131.106.181.23,100,356,True,2023-12-01 07:34:22,R_3hG7wO2dzrLqbvP,,,,,39.1695,-76.5841,anonymous,EN,7,5,Unknown,Unknown,25,69,190,Neutral,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Disagree,Slightly Agree,Slightly Disagree,Male,Veteran,Moderate,Independent,4 year degree,White,70
2023-12-01 07:46:42,2023-12-01 07:49:46,IP Address,72.179.181.7,100,183,True,2023-12-01 07:49:47,R_1rjpLed6Q5R7BAB,,,,,29.522,-98.5974,anonymous,EN,4,3,20,60,1,68,190,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,Active Duty,Very Liberal,Independent,High school,Black or African American,75
2023-12-01 07:44:53,2023-12-01 07:51:18,IP Address,172.56.64.245,100,384,True,2023-12-01 07:51:19,R_2QEUVxAbFFuZbPC,,,,,33.7485,-84.3871,anonymous,EN,6,5,?,?,?,74,228,Neutral,Slightly Agree,Slightly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Slightly Disagree,Neutral,Strongly Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Male,Veteran,Moderate,Independent,Post Grad,White,79
2023-12-01 08:17:38,2023-12-01 08:21:29,IP Address,174.179.19.41,100,231,True,2023-12-01 08:21:30,R_W6C3kbaij3wEAfL,,,,,38.9301,-78.1887,anonymous,EN,7,5,385,405,20,71,245,Slightly Agree,Slightly Agree,Slightly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Slightly Disagree,Strongly Disagree,Slightly Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Strongly Agree,Slightly Agree,Male,Veteran,Moderate,Independent,"Some college, no degree",White,86
2023-12-01 09:18:36,2023-12-01 09:22:33,IP Address,172.59.224.54,100,237,True,2023-12-01 09:22:34,R_2ZIGyGEsg229m7l,,,,,39.696,-105.0346,anonymous,EN,,5,70,150,3,62,140,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Neutral,Strongly Disagree,Somewhat Agree,Neutral,Strongly Agree,Strongly Agree,Female,No Military Experience,Moderate,Independent,4 year degree,White,84
2023-12-01 10:00:29,2023-12-01 10:11:01,IP Address,96.255.41.180,100,632,True,2023-12-01 10:11:02,R_5hBt81picQuwzLP,,,,,38.719,-77.1067,anonymous,EN,10,6,260,280,16,67,210,Slightly Disagree,Strongly Agree,Slightly Disagree,Slightly Agree,Neutral,Slightly Agree,Strongly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Neutral,Slightly Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Male,Active Duty,Slightly Liberal,Democrat,4 year degree,Hispanic or Latino,91
2023-12-01 10:07:07,2023-12-01 10:12:17,IP Address,166.198.28.97,100,310,True,2023-12-01 10:12:19,R_3iUaGutHtnvTn0i,,,,,35.4662,-97.5168,anonymous,EN,,5,275,585,15,71,205,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,Veteran,Slightly Conservative,Independent,Post Grad,Other,102
2023-12-01 10:43:23,2023-12-01 10:47:57,IP Address,99.115.30.227,100,273,True,2023-12-01 10:47:57,R_1CevebqvCGThMUy,,,,,34.8287,-86.8889,anonymous,EN,8,3,225,225,10,74,250,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Slightly Agree,Slightly Agree,Somewhat Agree,Slightly Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,Veteran,Liberal,Democrat,4 year degree,White,73
2023-12-01 10:45:30,2023-12-01 10:50:26,IP Address,98.97.42.58,100,295,True,2023-12-01 10:50:26,R_2SIHO2HVv3GM1PE,,,,,47.6034,-122.3414,anonymous,EN,5,5,120,Dont do this type of activity,Do do this type of activity,67,235,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,,Male,Veteran,Moderate,,Post Grad,White,67
2023-12-01 10:44:51,2023-12-01 10:52:01,IP Address,166.196.68.2,100,430,True,2023-12-01 10:52:02,R_1fjYgZlxJRsQN71,,,,,21.3266,-157.8621,anonymous,EN,7,5,265,405,28,68,165,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,Active Duty,Slightly Conservative,Republican,"Some college, no degree",White,98
2023-12-01 11:29:12,2023-12-01 11:33:16,IP Address,172.56.69.102,100,243,True,2023-12-01 11:33:16,R_1ZCy3ii7GNZ6mnn,,,,,33.7485,-84.3871,anonymous,EN,8,5,?,?,6,65,140,Strongly Disagree,Strongly Disagree,Strongly Disagree,Slightly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Female,Veteran,Very Liberal,Independent,2 year degree,White,74
2023-12-01 19:11:15,2023-12-01 19:13:54,IP Address,173.69.193.198,100,158,True,2023-12-01 19:13:55,R_ZLiaLhcxrpLw6KR,,,,,39.1244,-76.495,anonymous,EN,4,2,180,180,12,67,155,Slightly Disagree,Somewhat Disagree,Slightly Disagree,Neutral,Somewhat Agree,Slightly Agree,Slightly Agree,Neutral,Neutral,Slightly Disagree,Slightly Disagree,Strongly Disagree,Slightly Agree,Somewhat Agree,Slightly Agree,Somewhat Agree,Male,Veteran,Moderate,Democrat,4 year degree,Asian,79
2023-12-01 19:38:56,2023-12-01 20:22:53,IP Address,68.40.187.44,100,2637,True,2023-12-01 20:22:54,R_2f81ibEVUEa404q,,,,,42.2807,-83.7801,anonymous,EN,5,5,225,330,13,77,245,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Male,Veteran,Liberal,Democrat,4 year degree,White,89
2023-12-01 21:31:59,2023-12-01 21:36:03,IP Address,162.231.127.254,100,243,True,2023-12-01 21:36:04,R_2ZWV6irqvwHwwrJ,,,,,33.4485,-82.2011,anonymous,EN,,5,260,365,28,71,172,Slightly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Agree,Slightly Disagree,Neutral,Strongly Agree,Neutral,Male,Active Duty,Moderate,Independent,Post Grad,Other,95
2023-12-02 18:19:37,2023-12-02 18:23:53,IP Address,208.93.185.19,100,255,True,2023-12-02 18:23:54,R_2D1DlZFTXkqcWjk,,,,,41.0942,-82.3901,anonymous,EN,,7,90,110,5,68,180,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Female,Veteran,Slightly Conservative,Republican,2 year degree,White,82
2023-12-02 18:46:51,2023-12-02 18:50:58,IP Address,69.104.54.199,100,246,True,2023-12-02 18:50:59,R_1JUs5VFuvxdnYqu,,,,,34.157,-77.9136,anonymous,EN,7,5,I don't bench,I don't Deadlift,6,5'4,200,Neutral,Somewhat Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Female,Veteran,Slightly Liberal,Independent,4 year degree,Other,88
2023-12-02 19:38:19,2023-12-02 19:41:26,IP Address,174.202.5.88,100,186,True,2023-12-02 19:41:27,R_1C1KTNOshEkbnMM,,,,,21.3266,-157.8621,anonymous,EN,,7,225,315,21,71,190,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Slightly Agree,Slightly Agree,Somewhat Agree,Slightly Agree,Somewhat Disagree,Slightly Disagree,Somewhat Agree,Somewhat Disagree,Male,Active Duty,Liberal,Independent,2 year degree,White,88
2023-12-02 19:53:34,2023-12-02 20:00:02,IP Address,35.145.222.44,100,388,True,2023-12-02 20:00:04,R_3CQ2PnwPsivo05G,,,,,28.0331,-81.9391,anonymous,EN,5,7,Dont know,70 yrs old dont do this,0,"5'3""",130,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Slightly Disagree,Slightly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Slightly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Female,No Military Experience,Moderate,Independent,2 year degree,White,64
2023-12-03 11:25:23,2023-12-03 11:29:51,IP Address,108.194.181.117,100,268,True,2023-12-03 11:29:52,R_1d527BH7GOMp90E,,,,,41.1231,-81.5666,anonymous,EN,7,7,150,300,2,65,185,Neutral,Strongly Agree,Slightly Agree,Strongly Agree,Somewhat Agree,Slightly Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Female,Veteran,Slightly Conservative,Republican,4 year degree,White,92
2023-12-03 22:47:13,2023-12-03 22:50:43,IP Address,75.241.78.64,100,209,True,2023-12-03 22:50:43,R_1ONrmlyOLC9niTR,,,,,39.2645,-76.6224,anonymous,EN,9,5,255,415,12,72,230,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Male,Active Duty,Liberal,Independent,4 year degree,White,73
